200822213 00095AC0: 6622  BNE 95AE4                      D=00000000 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D74
200822214 00095AC2: 4EBA  JSR (95348)                    D=00000000 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D74
200822215 00095348: 203A  MOVE.L (9532E), D0             D=00000000 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D70
200822216 0009534C: 4E75  RTS                            D=00004EA0 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D70
200822217 00095AC6: 2040  MOVEA.L D0, A0                 D=00004EA0 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D74
200822218 00095AC8: 4A10  TST.B (A0)                     D=00004EA0 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004EA0 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D74
200822219 00095ACA: 6618  BNE 95AE4                      D=00004EA0 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004EA0 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D74
200822220 00095AE4: 4CDF  MOVEM.L (A7)+, D0D1A0A1        D=00004EA0 00000017 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004EA0 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D74
200822221 00095AE8: 2F3A  MOVE.L (95B54), -(A7)          D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D84
200822222 00095AEC: 4E75  RTS                            D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822223 00086AE0: 2F08  MOVE.L A0, -(A7)               D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D84
200822224 00086AE2: 41FA  LEA (86AD6), A0                D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822225 00086AE6: 4A50  TST.W (A0)                     D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00086AD6 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822226 00086AE8: 660E  BNE 86AF8                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00086AD6 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822227 00086AEA: 4A68  TST.W FFFE(A0)                 D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00086AD6 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822228 00086AEE: 670E  BEQ 86AFE                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00086AD6 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822229 00086AFE: 205F  MOVEA.L (A7)+, A0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00086AD6 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822230 00086B00: 2F3A  MOVE.L (86ADC), -(A7)          D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D84
200822231 00086B04: 4E75  RTS                            D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D80
200822232 4080607C: 48E7  MOVEM.L A3A2A1A0D3D2D1D0, -(A7) D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D84
200822233 40806080: 1F38  MOVE.B (CB2), -(A7)            D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D64
200822234 40806084: 6708  BEQ 4080608E                   D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822235 4080608E: 41F8  LEA (18E), A0                  D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822236 40806092: 2278  MOVEA.L (1D4), A1              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=0000018E 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822237 40806096: 1029  MOVE.B 1A00(A1), D0            D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=0000018E 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822238 4080609A: C029  AND.B 1C00(A1), D0             D=000000C2 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=0000018E 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822239 4080609E: 08C0  BSET #7, D0                    D=00000082 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=0000018E 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822240 408060A2: 5888  ADDQA #4, A0                   D=00000082 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=0000018E 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822241 408060A4: E208  LSR.B #1, D0                   D=00000082 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00000192 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822242 408060A6: 64FA  BCC 408060A2                   D=00000041 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00000192 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822243 408060A2: 5888  ADDQA #4, A0                   D=00000041 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00000192 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822244 408060A4: E208  LSR.B #1, D0                   D=00000041 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00000196 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822245 408060A6: 64FA  BCC 408060A2                   D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00000196 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822246 408060A8: 2050  MOVEA.L (A0), A0               D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00000196 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822247 408060AA: 4E90  JSR (A0)                       D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822248 40806182: 52B8  ADDQ.L #1, (16A)               D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822249 40806186: 137C  MOVE.B #2, 1A00(A1)            D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822250 4080618C: 46FC  MOVE #2000, SR                 D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822251 40806190: 08F8  BSET #6, (160)                 D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822252 40806196: 66E8  BNE 40806180                   D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822253 40806198: 2038  MOVE.L (110), D0               D=00000020 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822254 4080619C: 6714  BEQ 408061B2                   D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822255 4080619E: BFC0  CMPA D0, A7                    D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822256 408061A0: 6404  BCC 408061A6                   D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822257 408061A6: 2278  MOVEA.L (2AA), A1              D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 50F00000 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822258 408061AA: BFD1  CMPA (A1), A7                  D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822259 408061AC: 6404  BCC 408061B2                   D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822260 408061B2: 2038  MOVE.L (162), D0               D=007D7F7E FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822261 408061B6: 6724  BEQ 408061DC                   D=00002EB0 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822262 408061B8: 2040  MOVEA.L D0, A0                 D=00002EB0 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=40806182 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822263 408061BA: 5368  SUBQ.W #1, A(A0)               D=00002EB0 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00002EB0 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822264 408061BE: 6618  BNE 408061D8                   D=00002EB0 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00002EB0 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822265 408061D8: 2010  MOVE.L (A0), D0                D=00002EB0 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00002EB0 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822266 408061DA: 66DC  BNE 408061B8                   D=000031D4 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00002EB0 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822267 408061B8: 2040  MOVEA.L D0, A0                 D=000031D4 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00002EB0 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822268 408061BA: 5368  SUBQ.W #1, A(A0)               D=000031D4 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=000031D4 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822269 408061BE: 6618  BNE 408061D8                   D=000031D4 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=000031D4 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822270 408061D8: 2010  MOVE.L (A0), D0                D=000031D4 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=000031D4 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822271 408061DA: 66DC  BNE 408061B8                   D=00004A8C FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=000031D4 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822272 408061B8: 2040  MOVEA.L D0, A0                 D=00004A8C FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=000031D4 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822273 408061BA: 5368  SUBQ.W #1, A(A0)               D=00004A8C FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004A8C 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822274 408061BE: 6618  BNE 408061D8                   D=00004A8C FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004A8C 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822275 408061D8: 2010  MOVE.L (A0), D0                D=00004A8C FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004A8C 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822276 408061DA: 66DC  BNE 408061B8                   D=007DF6E2 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004A8C 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822277 408061B8: 2040  MOVEA.L D0, A0                 D=007DF6E2 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=00004A8C 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822278 408061BA: 5368  SUBQ.W #1, A(A0)               D=007DF6E2 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822279 408061BE: 6618  BNE 408061D8                   D=007DF6E2 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822280 408061D8: 2010  MOVE.L (A0), D0                D=007DF6E2 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822281 408061DA: 66DC  BNE 408061B8                   D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822282 408061DC: 08B8  BCLR #6, (160)                 D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822283 408061E2: 4E75  RTS                            D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D5E
200822284 408060AC: 4AB8  TST.L (D94)                    D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822285 408060B0: 670E  BEQ 408060C0                   D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822286 408060C0: 101F  MOVE.B (A7)+, D0               D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D62
200822287 408060C2: 6706  BEQ 408060CA                   D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D64
200822288 408060CA: 4CDF  MOVEM.L (A7)+, D0D1D2D3A0A1A2A3 D=00000000 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007DF6E2 007B3FE0 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D64
200822289 408060CE: 4E73  RTE                            D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D84
200822290 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822291 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822292 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822293 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822294 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822295 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822296 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822297 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822298 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822299 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822300 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822301 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822302 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822303 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822304 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822305 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822306 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822307 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822308 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822309 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822310 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822311 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822312 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822313 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822314 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822315 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822316 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822317 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822318 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822319 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822320 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822321 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
